"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
1024,"External Brake Request","8","when active: 20 ms; else 200 ms","XBR","3.3",2,2915,"XBR Priority","The XBR Priority is used as an input to the brake system to manage the priority of overlapping external and internal requests.

00 - Highest priority – used for emergency situations, e.g. for future Collision Avoidance System.  This mode overrides any brake protection measures of the brake system.
01 - High priority – not defined
10 - Medium priority – used for ACC-Systems. This mode does not override brake protection measures of the brake system.
11 - Low priority – used in ”override disabled” XBR Control Mode","0 to 3",,"4 states/2 bit",0,"bit",8 de ago de 02,"Published",08/08/2002,"Published","J1939-71","J1939-71"
1024,"External Brake Request","8","when active: 20 ms; else 200 ms","XBR","3.5",2,2916,"XBR Control Mode","The XBR Control Mode is used as an input to the brake system and defines how the external acceleration demand has to be realized.

00 - Override disabled – Disable any existing control commanded by the source of this command.
01 - Acceleration control with addition mode - Add the XBR acceleration demand to the driver’s acceleration demand.
10 - Acceleration control with maximum mode - Execute the XBR acceleration demand if it is higher than the driver’s acceleration demand.
11 - Not defined","0 to 3",,"4 states/2 bit",0,"bit",8 de ago de 02,"Published",08/08/2002,"Published","J1939-71","J1939-71"
1024,"External Brake Request","8","when active: 20 ms; else 200 ms","XBR","4",8,4099,"XBR urgency","The idea of the urgency value is to adjust the endurance brake integration behavior in the EBS system according to the traffic situation.

On low urgency values (0%, e.g. downhill cruise control or preceding vehicle far ahead) the brake system shall primarily use endurance brakes to reduce lining wear.

On high urgency values (100%, e.g. vehicle close up or a vehicle cuts into the traffic line just before host vehicle) the brake system is expected to gain the demanded deceleration (acceleration) as fast as possible.

Values:
0% - Situation not critical; low retarder dynamics are tolerated. Activation of the foundation brakes after a time if retarder performance is insufficient
y % - Faster activation of foundation brakes to compensate retarder performance, linear interpolation between 0 and  100%
100% - Low retarder dynamics shall be fully compensated by the foundation brakes

Notes:
- This parameter has only an effect if XBR EBI switch is set to ""10: endurance brake integration allowed""
- XBR urgency makes sense only if the XBR request(s) is (are) processed in one device like the EBS controller which also sends TSC1 to the retarder(s). Such a data flow diagram is shown in figure PGN1024_A. When the Retarder is controlled directly by the XBR transmitter XBR urgency should be set to not available.

In adaptive cruise control (ACC) operation there are situations where it is useful to have as less lining wear as possible like keeping the set speed on going downhill. It would not be useful to activate foundation brakes in such a situation except when the capabilities of the endurance brakes are not sufficient.
 
In other situations like emergency braking or fast reaction on a car that cut in at a short distance in front of the own vehicle a reaction as fast as possible is needed. In such cases low retarder dynamics must be compensated by the foundation brakes.

There are two different ways to integrate the endurance brakes into the adaptive cruise control.
a) the request for deceleration could be processed by the EBS system completely. This means that the EBS receives the deceleration demand and activates the friction and/or the endurance brakes accordingly. EBS is sending the TSC1 to the retarder. (see figure PGN1024_A dataflow diagram for external brake request)
b) the ACC sends XBR to the brake controller and TSC1 to the endurance brakes.

In case ""a)"" the ACC system does not have direct control of the endurance brakes. To adjust the endurance brakes according to the traffic situation (high or low urgency values see above) this new SPN is needed.

If the retarder performance is not sufficient (e.g. because of high retarder temperature) the foundation brakes will be added automatically. This case of not sufficient retarder performance cannot be covered by switching EBI mode from 01 (endurance brakes only) to EBI mode 10 (endurance brake integration allowed) because the actual deceleration caused by the retarder is less than the requested decelleration. A simple switching (01 to 10) would cause an uncomfortable jerk.


NOTE:  This parameter is defined in European patent EP 1 386 774 B1 (see reference in section 2.1.3) and is included with permission from the patent holder.  The patent holder is prepared to grant a free license to an unrestricted number of applicants on a worldwide, non-discriminatory basis to comply with this recommended practice.","0 to 100 %",,"0.4 %/bit",0,"%",11 de mai de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
1024,"External Brake Request","8","when active: 20 ms; else 200 ms","XBR","8.1",4,3189,"XBR Message Counter","The XBR message counter is to verify the signal path from the demanding device to the brake controller on electronic brake systems..  The support of this parameter is mandatory.

Note:  The initial value of the 4 bit message counter for the first message during a driving cycle is arbitrary. In every following message the counter is incremented by 1  (0 follows 15).","0 to 15",,"1 count/bit",0,"count",23 de ago de 03,"Published",25/12/2003,"Published","J1939-71","J1939-71"
1024,"External Brake Request","8","when active: 20 ms; else 200 ms","XBR","8.5",4,3188,"XBR Message Checksum","The XBR message checksum is used  to verify the signal path from the demanding device to the brake controller on electronic brake systems.  The support of this parameter is mandatory if PGN 1024 is supported as there is no means to indicate “not available”.

The 4 bit checksum is the sum of the high nibble and the low nibble of the sum of the identifier, the first 7 data bytes and the 4 bit message counter.  It is calculated as follows:

Checksum = (Byte1 + Byte2 + Byte3 + Byte4 + Byte5 + Byte6 + Byte7 + message counter&0x0F + message ID low byte + message ID mid low byte + message ID mid high byte + message ID high byte)
Checksum = ((Checksum >> 4) + Checksum) & 0x0F

Note:  A failure in the communication sets the XBR system state:
    - to '01' for failed XBR 'priority 01, 10 or 11' messages
    - to '10' for failed XBR 'priority 00' messages.","0 to 15",,"1 count/bit",0,"count",23 de ago de 03,"Published",23/08/2003,"Published","J1939-71","J1939-71"
1792,"General Purpose Valve Pressure","8","100 ms","GPV4","1-2",16,4086,"Valve Load Sense Pressure","The maximum of the currently measured pressures of a valve's work port A and work port B.","0 to 321,275 kPa",,"5 kPa/bit",0,"kPa",11 de mai de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
1792,"General Purpose Valve Pressure","8","100 ms","GPV4","3",8,4087,"Valve Pilot Pressure","Pressure of a valve's pilot supply port.","0 to 4000 kPa",,"16 kPa/bit",0,"kPa",11 de mai de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
1792,"General Purpose Valve Pressure","8","100 ms","GPV4","4-5",16,4088,"Valve Assembly Load sense Pressure","The maximum pressure of a valve assembly's current collective load sense pressures where a valve assembly can consist of two or more valves.","0 to 321,275 kPa",,"5 kPa/bit",0,"kPa",11 de mai de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
1792,"General Purpose Valve Pressure","8","100 ms","GPV4","6-7",16,4089,"Valve Assembly Supply Pressure","Pressure of the hydraulic supply port to a valve assembly.","0 to 321,275 kPa",,"5 kPa/bit",0,"kPa",11 de mai de 06,"Published",11/05/2006,"Published","J1939-71","J1939-71"
2048,"Auxiliary Input/Output Status 5","8","manufacturer defined, not faster than 20 ms","AUXIO5","1-2",16,4155,"Auxiliary I/O Channel #6","Identifies the current value of auxiliary input/output channels that are configured uniquely per application.","0 to 64,255 counts",,"1 count/bit",0,"count",10 de ago de 06,"Approved",10/08/2006,"Approved","J1939-71","J1939-71"
2048,"Auxiliary Input/Output Status 5","8","manufacturer defined, not faster than 20 ms","AUXIO5","3-4",16,4156,"Auxiliary I/O Channel #5","Identifies the current value of auxiliary input/output channels that are configured uniquely per application.","0 to 64,255 counts",,"1 count/bit",0,"count",10 de ago de 06,"Approved",10/08/2006,"Approved","J1939-71","J1939-71"
2048,"Auxiliary Input/Output Status 5","8","manufacturer defined, not faster than 20 ms","AUXIO5","5-6",16,4157,"Auxiliary I/O Channel #4","Identifies the current value of auxiliary input/output channels that are configured uniquely per application.","0 to 64,255 counts",,"1 count/bit",0,"count",10 de ago de 06,"Approved",10/08/2006,"Approved","J1939-71","J1939-71"
2048,"Auxiliary Input/Output Status 5","8","manufacturer defined, not faster than 20 ms","AUXIO5","7-8",16,4158,"Auxiliary I/O Channel #3","Identifies the current value of auxiliary input/output channels that are configured uniquely per application.","0 to 64,255 counts",,"1 count/bit",0,"count",10 de ago de 06,"Approved",10/08/2006,"Approved","J1939-71","J1939-71"
